_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
2481	2017-10-16T00:00:00	56,17%	43,71%	0,52%	57,71%	65,79%	47,70%	38,30%	72,25%	71,49%	83,35%
2482	2017-10-17T00:00:00	55,76%	43,45%	0,52%	57,37%	65,79%	47,35%	38,06%	72,18%	71,41%	83,84%
2483	2017-10-18T00:00:00	55,49%	43,23%	0,52%	57,04%	65,89%	46,99%	37,53%	72,32%	71,57%	84,28%
2484	2017-10-19T00:00:00	55,09%	43,01%	0,52%	56,53%	65,89%	46,99%	37,31%	72,32%	71,57%	83,88%
2485	2017-10-20T00:00:00	54,75%	42,83%	0,52%	56,20%	65,98%	46,82%	37,39%	72,32%	71,57%	83,56%
2486	2017-10-21T00:00:00	54,41%	42,64%	0,52%	55,86%	66,17%	46,46%	37,17%	72,32%	71,57%	83,33%
2487	2017-10-22T00:00:00	53,94%	42,46%	0,52%	55,36%	66,26%	46,46%	37,03%	72,32%	71,57%	83,18%
2488	2017-10-23T00:00:00	53,41%	42,20%	0,52%	55,03%	66,26%	46,28%	36,82%	72,32%	71,57%	82,58%
2489	2017-10-24T00:00:00	52,87%	41,94%	0,52%	54,53%	66,35%	46,10%	36,55%	72,25%	71,49%	81,94%
2490	2017-10-25T00:00:00	52,60%	41,80%	0,52%	54,36%	66,44%	45,93%	36,42%	72,46%	71,72%	82,84%
2491	2017-10-26T00:00:00	52,87%	42,72%	0,52%	67,51%	67,00%	46,99%	36,30%	100,00%	89,50%	99,99%
2492	2017-10-27T00:00:00	52,67%	43,05%	0,52%	73,89%	67,38%	46,82%	36,17%	99,76%	85,23%	99,99%
2493	2017-10-28T00:00:00	52,34%	43,16%	0,52%	74,43%	67,75%	46,82%	36,04%	99,76%	91,17%	99,99%
2494	2017-10-29T00:00:00	52,21%	43,34%	0,52%	74,97%	68,03%	46,99%	36,04%	91,68%	92,00%	99,99%
2495	2017-10-30T00:00:00	52,27%	43,45%	0,52%	74,79%	68,50%	46,64%	35,91%	91,48%	91,80%	99,99%
2496	2017-10-31T00:00:00	52,21%	43,45%	0,52%	74,61%	68,50%	46,64%	35,57%	91,98%	92,30%	99,99%
2497	2017-01-11T00:00:00	52,21%	43,49%	1,47%	74,25%	68,50%	46,64%	35,33%	92,48%	93,85%	99,99%
2498	2017-02-11T00:00:00	52,14%	43,23%	2,19%	74,25%	68,69%	46,46%	34,87%	93,02%	94,19%	99,99%
2499	2017-03-11T00:00:00	52,01%	43,08%	3,00%	73,89%	68,78%	46,46%	34,64%	94,13%	93,96%	99,99%
2500	2017-04-11T00:00:00	51,81%	43,16%	3,95%	73,89%	69,16%	46,46%	34,43%	95,16%	93,74%	99,99%
2501	2017-05-11T00:00:00	51,74%	43,23%	4,24%	73,53%	69,64%	46,10%	34,28%	96,58%	93,74%	99,71%
2502	2017-06-11T00:00:00	51,67%	43,16%	4,38%	73,35%	69,73%	46,10%	34,35%	97,64%	93,43%	99,00%
2503	2017-07-11T00:00:00	51,41%	43,16%	4,43%	73,17%	69,73%	45,93%	34,14%	98,44%	97,26%	98,30%
2504	2017-08-11T00:00:00	51,34%	43,23%	4,48%	72,82%	69,92%	45,93%	33,86%	99,27%	98,30%	97,64%
2505	2017-09-11T00:00:00	51,15%	43,30%	4,52%	72,64%	70,11%	45,93%	33,86%	99,63%	97,76%	96,99%
2506	2017-10-11T00:00:00	50,95%	43,49%	4,55%	72,46%	70,20%	45,75%	33,66%	99,76%	95,83%	96,37%
2507	2017-11-11T00:00:00	50,75%	43,27%	4,56%	72,10%	70,01%	45,75%	33,39%	99,88%	94,08%	95,43%
2508	2017-12-11T00:00:00	50,49%	43,27%	4,60%	71,74%	70,20%	45,57%	33,19%	100,00%	92,49%	94,55%
2509	2017-11-13T00:00:00	50,49%	43,34%	4,64%	71,74%	70,11%	45,39%	33,07%	100,00%	91,44%	93,82%
2510	2017-11-14T00:00:00	50,03%	43,27%	4,66%	71,39%	69,92%	45,39%	32,95%	100,00%	90,89%	92,88%
2511	2017-11-15T00:00:00	49,70%	43,23%	4,70%	71,03%	69,83%	45,39%	32,58%	100,00%	90,64%	92,10%
2512	2017-11-16T00:00:00	49,37%	43,12%	4,73%	70,50%	69,73%	45,22%	32,58%	100,00%	90,48%	91,36%
2513	2017-11-17T00:00:00	49,18%	42,86%	4,77%	70,50%	69,54%	45,22%	32,41%	100,00%	90,23%	90,55%
2514	2017-11-18T00:00:00	49,05%	42,68%	4,79%	70,15%	69,26%	45,04%	32,36%	100,00%	90,06%	89,62%
2515	2017-11-19T00:00:00	48,79%	42,68%	4,82%	69,97%	69,16%	44,68%	32,13%	100,00%	89,84%	93,82%
2516	2017-11-20T00:00:00	48,66%	42,72%	5,14%	70,15%	69,26%	45,22%	32,19%	100,00%	90,73%	90,55%
2517	2017-11-21T00:00:00	48,79%	42,90%	6,71%	72,46%	70,11%	45,75%	32,02%	100,00%	94,42%	99,99%
2518	2017-11-22T00:00:00	48,98%	43,08%	8,65%	72,64%	71,06%	45,93%	32,25%	100,00%	95,24%	99,99%
2519	2017-11-23T00:00:00	48,92%	43,34%	8,67%	72,82%	71,16%	46,10%	32,08%	100,00%	94,99%	99,99%
2520	2017-11-24T00:00:00	48,92%	43,34%	8,71%	72,64%	71,16%	46,10%	32,13%	100,00%	94,42%	99,99%
2521	2017-11-25T00:00:00	48,72%	43,34%	8,71%	72,46%	70,97%	45,93%	32,08%	100,00%	94,53%	99,99%
2522	2017-11-26T00:00:00	48,33%	43,34%	8,71%	72,46%	70,59%	46,10%	31,80%	100,00%	94,30%	99,99%
2523	2017-11-27T00:00:00	48,08%	43,49%	8,71%	72,28%	70,30%	45,93%	31,58%	100,00%	94,08%	99,99%
2524	2017-11-28T00:00:00	47,82%	43,56%	8,73%	72,10%	70,30%	45,93%	31,51%	100,00%	93,64%	99,99%
2525	2017-11-29T00:00:00	47,62%	43,71%	9,03%	72,10%	70,20%	45,75%	31,44%	100,00%	94,08%	99,99%
2526	2017-11-30T00:00:00	47,62%	44,15%	9,40%	71,57%	70,01%	45,39%	31,29%	100,00%	94,08%	99,28%
2527	2017-01-12T00:00:00	47,75%	44,26%	9,40%	71,21%	69,73%	45,22%	31,22%	100,00%	93,85%	97,24%
2528	2017-02-12T00:00:00	47,88%	44,41%	9,40%	71,03%	69,26%	45,39%	31,22%	100,00%	93,85%	97,90%
2529	2017-03-12T00:00:00	47,88%	44,52%	9,40%	71,03%	68,97%	45,39%	31,01%	100,00%	93,85%	97,24%
2530	2017-04-12T00:00:00	48,08%	44,48%	9,40%	70,68%	68,97%	45,22%	31,01%	100,00%	93,85%	95,43%
2531	2017-05-12T00:00:00	48,53%	44,59%	9,71%	70,68%	68,60%	45,39%	30,48%	100,00%	94,42%	95,09%
2532	2017-06-12T00:00:00	49,05%	45,10%	10,03%	70,32%	68,50%	45,22%	30,41%	100,00%	94,42%	94,86%
2533	2017-07-12T00:00:00	49,64%	45,58%	10,40%	69,97%	68,03%	45,04%	30,29%	100,00%	94,42%	94,34%
2534	2017-08-12T00:00:00	50,23%	45,69%	10,35%	69,79%	67,75%	45,04%	30,29%	100,00%	94,42%	93,82%
2535	2017-09-12T00:00:00	50,82%	45,55%	10,35%	69,26%	67,56%	44,86%	29,97%	100,00%	94,42%	93,23%
2536	2017-10-12T00:00:00	51,15%	45,66%	10,35%	68,91%	67,28%	44,51%	29,85%	100,00%	93,85%	92,65%
2537	2017-11-12T00:00:00	51,61%	45,99%	10,57%	69,26%	67,00%	44,86%	30,03%	100,00%	94,99%	92,32%
2538	2017-12-12T00:00:00	51,87%	46,10%	10,87%	69,09%	66,91%	44,51%	29,85%	100,00%	95,41%	92,10%
2539	2017-12-13T00:00:00	52,27%	46,24%	10,87%	68,73%	66,72%	44,86%	29,56%	100,00%	95,24%	91,65%
2540	2017-12-14T00:00:00	52,67%	46,32%	10,87%	68,38%	66,54%	44,68%	29,62%	100,00%	95,07%	90,44%
2541	2017-12-15T00:00:00	53,07%	46,43%	10,87%	68,21%	66,26%	44,68%	29,44%	100,00%	94,87%	89,19%
2542	2017-12-16T00:00:00	53,47%	46,57%	10,87%	68,21%	66,17%	44,33%	29,11%	100,00%	94,64%	88,15%
2543	2017-12-17T00:00:00	53,94%	46,61%	10,87%	68,03%	65,79%	44,68%	29,22%	100,00%	94,53%	87,45%
2544	2017-12-18T00:00:00	54,41%	46,68%	10,87%	67,51%	65,79%	45,04%	28,76%	100,00%	100,00%	91,23%
2545	2017-12-19T00:00:00	54,95%	46,98%	10,87%	70,68%	66,07%	45,57%	28,53%	100,00%	100,00%	91,26%
2546	2017-12-20T00:00:00	55,83%	47,57%	11,68%	74,07%	66,72%	46,64%	28,76%	100,00%	96,76%	91,26%
2547	2017-12-21T00:00:00	56,65%	47,79%	11,81%	75,33%	67,28%	46,46%	28,90%	100,00%	96,30%	91,26%
2548	2017-12-22T00:00:00	57,13%	48,12%	11,78%	75,87%	68,97%	46,82%	29,27%	100,00%	95,58%	91,21%
2549	2017-12-23T00:00:00	59,96%	51,42%	11,78%	76,05%	70,97%	47,35%	29,85%	100,00%	94,42%	99,95%
2550	2017-12-24T00:00:00	63,05%	55,10%	12,14%	76,60%	72,99%	48,41%	30,60%	100,00%	93,53%	99,96%
2551	2017-12-25T00:00:00	63,97%	55,98%	12,37%	76,42%	73,57%	48,77%	31,01%	100,00%	92,79%	99,99%
2552	2017-12-26T00:00:00	64,61%	56,46%	12,60%	76,42%	73,76%	48,77%	31,08%	100,00%	92,30%	99,99%
2553	2017-12-27T00:00:00	65,33%	56,83%	12,84%	76,42%	73,96%	49,12%	31,08%	100,00%	91,35%	99,99%
2554	2017-12-28T00:00:00	65,97%	57,16%	12,92%	76,05%	73,76%	49,30%	31,29%	100,00%	90,89%	99,99%
2555	2017-12-29T00:00:00	66,62%	57,27%	13,07%	76,05%	73,76%	49,12%	31,29%	100,00%	90,48%	99,99%
2556	2017-12-30T00:00:00	67,13%	57,49%	13,15%	76,24%	73,76%	49,48%	31,51%	100,00%	90,89%	99,71%
2557	2017-12-31T00:00:00	67,78%	57,74%	13,31%	76,42%	74,05%	49,66%	31,51%	100,00%	93,32%	99,99%
2558	2018-01-01T00:00:00	68,36%	57,89%	13,42%	76,42%	74,15%	50,01%	31,58%	100,00%	94,42%	99,99%
2559	2018-02-01T00:00:00	68,87%	58,22%	13,42%	76,42%	74,15%	50,19%	31,58%	100,00%	93,85%	99,99%
2560	2018-03-01T00:00:00	69,39%	58,33%	13,65%	76,42%	74,25%	50,19%	31,80%	100,00%	94,08%	99,99%
2561	2018-04-01T00:00:00	70,05%	58,55%	13,85%	78,05%	74,44%	51,08%	32,02%	100,00%	93,85%	99,99%
2562	2018-05-01T00:00:00	70,63%	58,81%	14,15%	78,60%	74,54%	51,61%	31,66%	100,00%	93,85%	99,99%
2563	2018-06-01T00:00:00	71,00%	58,81%	14,38%	78,60%	74,44%	51,79%	31,95%	100,00%	94,42%	99,99%
2564	2018-07-01T00:00:00	71,30%	58,92%	14,58%	78,60%	74,44%	51,79%	31,88%	100,00%	94,99%	99,99%
2565	2018-08-01T00:00:00	71,52%	58,96%	14,85%	78,60%	74,44%	51,97%	31,88%	100,00%	95,33%	99,99%
2566	2018-09-01T00:00:00	71,97%	59,07%	15,17%	78,42%	74,44%	52,14%	32,08%	100,00%	95,58%	99,91%
2567	2018-10-01T00:00:00	72,11%	59,18%	15,42%	78,24%	74,35%	52,14%	31,88%	100,00%	95,83%	99,91%
2568	2018-11-01T00:00:00	72,64%	59,43%	15,63%	78,24%	74,25%	51,97%	31,95%	100,00%	95,83%	99,91%
2569	2018-12-01T00:00:00	72,86%	59,58%	17,29%	78,05%	74,15%	52,32%	32,02%	100,00%	95,66%	99,91%
2570	2018-01-13T00:00:00	73,46%	59,62%	17,33%	77,69%	73,96%	52,32%	31,58%	100,00%	95,83%	99,98%
2571	2018-01-14T00:00:00	74,28%	60,35%	17,46%	77,87%	73,57%	52,68%	31,58%	100,00%	94,99%	99,96%
2572	2018-01-15T00:00:00	75,71%	61,64%	17,65%	77,87%	73,37%	52,14%	31,80%	100,00%	94,99%	99,93%
2573	2018-01-16T00:00:00	76,47%	62,19%	17,69%	77,69%	73,37%	52,32%	31,88%	100,00%	93,85%	99,93%
2574	2018-01-17T00:00:00	77,15%	62,56%	17,85%	77,51%	73,28%	52,50%	32,02%	100,00%	93,64%	99,93%
2575	2018-01-18T00:00:00	77,76%	62,89%	17,94%	77,87%	73,18%	52,85%	31,95%	100,00%	96,30%	99,93%
2576	2018-01-19T00:00:00	79,30%	64,64%	18,71%	77,51%	73,08%	53,03%	32,02%	100,00%	95,66%	99,93%
2577	2018-01-20T00:00:00	79,99%	65,17%	18,92%	77,32%	73,08%	52,85%	32,08%	100,00%	91,80%	99,92%
2578	2018-01-21T00:00:00	80,68%	65,86%	19,23%	77,51%	73,08%	53,57%	32,08%	100,00%	92,79%	99,93%
2579	2018-01-22T00:00:00	81,46%	66,45%	19,85%	78,60%	74,05%	54,45%	32,47%	100,00%	100,00%	99,99%
2580	2018-01-23T00:00:00	82,39%	67,46%	20,73%	83,20%	75,52%	55,34%	32,70%	100,00%	93,85%	99,99%
2581	2018-01-24T00:00:00	83,65%	68,95%	21,45%	84,32%	76,50%	57,12%	33,01%	100,00%	91,80%	99,99%
2582	2018-01-25T00:00:00	84,12%	69,64%	21,82%	84,32%	76,99%	59,14%	33,33%	100,00%	92,30%	99,99%
2583	2018-01-26T00:00:00	84,75%	70,33%	22,04%	84,51%	77,19%	59,69%	33,46%	100,00%	91,62%	99,99%
2584	2018-01-27T00:00:00	84,91%	71,02%	22,23%	84,51%	77,29%	59,69%	33,46%	100,00%	91,35%	99,99%
2585	2018-01-28T00:00:00	85,14%	71,18%	22,26%	84,51%	77,59%	60,05%	33,52%	100,00%	91,80%	99,99%
2586	2018-01-29T00:00:00	85,06%	71,61%	22,42%	84,51%	77,49%	60,24%	33,46%	100,00%	92,00%	99,92%
2587	2018-01-30T00:00:00	85,06%	71,77%	22,54%	84,32%	77,79%	60,24%	33,52%	100,00%	92,20%	99,92%
2588	2018-01-31T00:00:00	84,83%	72,09%	22,64%	84,32%	77,89%	60,42%	33,52%	100,00%	92,69%	99,92%
2589	2018-01-02T00:00:00	84,59%	71,93%	22,70%	84,13%	77,99%	60,42%	33,52%	100,00%	93,11%	99,92%
2590	2018-02-02T00:00:00	84,51%	72,19%	22,98%	83,95%	78,48%	60,24%	33,46%	100,00%	93,32%	99,91%
2591	2018-03-02T00:00:00	84,59%	72,25%	23,04%	83,58%	78,68%	60,60%	33,46%	100,00%	93,32%	99,90%
2592	2018-04-02T00:00:00	84,83%	72,30%	23,14%	83,39%	78,29%	60,42%	33,33%	100,00%	93,64%	99,88%
2593	2018-05-02T00:00:00	85,38%	73,26%	25,82%	85,07%	79,08%	61,71%	34,00%	100,00%	95,83%	99,99%
2594	2018-06-02T00:00:00	85,78%	73,42%	26,30%	85,63%	79,68%	62,62%	34,28%	100,00%	96,57%	99,99%
2595	2018-07-02T00:00:00	86,17%	73,47%	26,66%	85,63%	79,78%	62,99%	34,35%	100,00%	96,20%	99,99%
2596	2018-08-02T00:00:00	86,25%	73,74%	27,03%	85,82%	79,98%	63,17%	34,35%	100,00%	93,85%	99,99%
2597	2018-09-02T00:00:00	86,57%	74,00%	27,14%	86,00%	79,98%	63,36%	34,72%	100,00%	94,99%	99,99%
2598	2018-10-02T00:00:00	86,57%	74,11%	27,43%	86,19%	79,98%	63,54%	34,64%	100,00%	94,99%	99,99%
2599	2018-11-02T00:00:00	86,81%	74,32%	27,90%	86,19%	80,08%	63,91%	34,50%	100,00%	95,41%	99,99%
2600	2018-12-02T00:00:00	88,33%	75,71%	29,98%	88,64%	81,40%	66,48%	35,74%	100,00%	98,84%	99,99%
2601	2018-02-13T00:00:00	89,04%	76,35%	30,74%	89,77%	82,51%	67,94%	36,11%	100,00%	98,30%	99,99%
2602	2018-02-14T00:00:00	89,45%	76,82%	31,11%	90,34%	82,92%	68,31%	36,42%	100,00%	97,76%	99,99%
2603	2018-02-15T00:00:00	89,74%	77,30%	31,44%	90,72%	83,12%	69,04%	36,49%	100,00%	97,46%	99,99%
2604	2018-02-16T00:00:00	89,88%	77,30%	31,69%	90,92%	83,23%	69,23%	36,49%	100,00%	97,46%	99,99%
2605	2018-02-17T00:00:00	90,27%	77,78%	31,88%	90,92%	83,23%	69,41%	36,55%	100,00%	95,41%	99,99%
2606	2018-02-18T00:00:00	90,35%	77,84%	31,98%	90,92%	83,23%	69,41%	36,89%	100,00%	94,99%	99,99%
2607	2018-02-19T00:00:00	90,52%	78,21%	32,13%	91,11%	83,23%	69,41%	36,89%	100,00%	94,99%	98,93%
2608	2018-02-20T00:00:00	90,60%	78,47%	32,31%	90,92%	83,23%	69,59%	36,89%	100,00%	94,99%	98,57%
2609	2018-02-21T00:00:00	90,84%	78,63%	32,49%	91,30%	83,23%	69,41%	37,10%	100,00%	96,30%	97,82%
2610	2018-02-22T00:00:00	90,92%	78,69%	32,57%	91,11%	83,23%	69,78%	36,89%	100,00%	95,41%	97,08%
2611	2018-02-23T00:00:00	91,01%	78,95%	32,68%	91,11%	83,23%	69,78%	36,49%	100,00%	96,30%	97,24%
2612	2018-02-24T00:00:00	91,01%	79,11%	32,71%	91,30%	83,23%	69,96%	36,69%	100,00%	96,86%	99,99%
2613	2018-02-25T00:00:00	91,41%	79,64%	33,11%	91,68%	84,04%	70,51%	36,76%	100,00%	96,48%	99,99%
2614	2018-02-26T00:00:00	92,15%	81,13%	34,06%	92,83%	84,15%	71,06%	37,39%	100,00%	95,83%	99,99%
2615	2018-02-27T00:00:00	92,56%	81,67%	34,86%	94,56%	84,35%	71,98%	37,53%	100,00%	99,31%	99,99%
2616	2018-02-28T00:00:00	93,22%	82,62%	35,38%	96,49%	84,56%	72,71%	37,98%	100,00%	92,79%	99,99%
2617	2018-01-03T00:00:00	96,79%	86,35%	41,63%	98,04%	89,13%	75,84%	39,26%	100,00%	94,64%	99,99%
2618	2018-02-03T00:00:00	97,13%	86,83%	42,54%	98,44%	89,76%	76,59%	39,84%	100,00%	93,21%	99,99%
2619	2018-03-03T00:00:00	97,04%	87,41%	43,17%	98,83%	90,40%	77,53%	40,04%	100,00%	91,80%	99,99%
2620	2018-04-03T00:00:00	97,63%	88,32%	45,31%	100,00%	90,93%	78,66%	40,75%	100,00%	91,35%	99,99%
2621	2018-05-03T00:00:00	98,64%	90,82%	49,06%	99,02%	93,16%	81,67%	41,77%	100,00%	93,11%	99,99%
2622	2018-06-03T00:00:00	98,90%	91,65%	50,89%	99,22%	94,24%	82,79%	41,93%	100,00%	91,90%	99,99%
2623	2018-07-03T00:00:00	99,58%	92,73%	53,59%	99,80%	94,67%	84,48%	42,66%	100,00%	93,00%	99,99%
2624	2018-08-03T00:00:00	99,58%	93,00%	54,53%	99,61%	95,74%	85,05%	43,18%	100,00%	92,69%	99,99%
2625	2018-09-03T00:00:00	100,00%	94,28%	57,97%	99,80%	96,61%	87,30%	43,65%	100,00%	92,89%	99,99%
2626	2018-10-03T00:00:00	100,00%	95,02%	59,01%	100,00%	98,46%	88,43%	44,39%	100,00%	92,00%	99,99%
2627	2018-11-03T00:00:00	99,41%	95,39%	59,32%	100,00%	97,81%	88,62%	44,47%	100,00%	92,00%	99,99%
2628	2018-12-03T00:00:00	98,64%	95,61%	59,69%	100,00%	96,61%	88,99%	44,79%	100,00%	92,79%	99,99%
2629	2018-03-13T00:00:00	97,88%	95,77%	60,16%	100,00%	95,53%	89,18%	44,95%	100,00%	92,89%	99,99%
2630	2018-03-14T00:00:00	97,13%	95,82%	60,48%	100,00%	95,53%	89,37%	45,11%	100,00%	94,08%	99,99%
2631	2018-03-15T00:00:00	96,71%	95,71%	60,67%	100,00%	94,34%	89,74%	45,11%	100,00%	95,16%	99,99%
2632	2018-03-16T00:00:00	96,46%	95,82%	60,67%	100,00%	94,24%	89,93%	45,19%	100,00%	96,02%	99,99%
2633	2018-03-17T00:00:00	96,21%	95,87%	60,79%	100,00%	94,34%	89,74%	45,28%	100,00%	96,39%	99,99%
2634	2018-03-18T00:00:00	96,04%	95,82%	60,79%	100,00%	94,24%	89,93%	45,03%	100,00%	96,20%	99,99%
2635	2018-03-19T00:00:00	95,62%	95,77%	60,42%	100,00%	94,13%	90,31%	44,95%	100,00%	97,76%	99,99%
2636	2018-03-20T00:00:00	95,45%	95,55%	60,48%	100,00%	93,70%	90,12%	45,11%	100,00%	95,24%	99,99%
2637	2018-03-21T00:00:00	95,04%	95,34%	60,10%	100,00%	93,48%	90,31%	45,28%	100,00%	97,98%	99,99%
2638	2018-03-22T00:00:00	94,79%	95,08%	60,26%	100,00%	93,38%	90,31%	45,19%	100,00%	98,63%	99,99%
2639	2018-03-23T00:00:00	94,62%	95,13%	60,26%	100,00%	93,16%	90,50%	45,36%	100,00%	93,85%	99,99%
2640	2018-03-24T00:00:00	94,21%	94,86%	60,31%	100,00%	92,95%	90,68%	45,28%	100,00%	94,64%	99,99%
2641	2018-03-25T00:00:00	94,04%	94,70%	60,48%	100,00%	92,95%	90,68%	45,28%	100,00%	95,93%	99,99%
2642	2018-03-26T00:00:00	93,88%	94,70%	60,79%	100,00%	92,84%	91,06%	45,36%	100,00%	95,66%	99,99%
2643	2018-03-27T00:00:00	93,71%	94,49%	61,04%	100,00%	92,95%	91,25%	45,70%	100,00%	96,39%	99,99%
2644	2018-03-28T00:00:00	93,63%	94,76%	61,60%	100,00%	93,38%	92,56%	45,70%	100,00%	98,84%	99,99%
2645	2018-03-29T00:00:00	93,47%	94,65%	61,67%	100,00%	93,48%	93,13%	45,79%	100,00%	95,49%	99,99%
2646	2018-03-30T00:00:00	93,80%	95,87%	62,29%	100,00%	94,02%	93,50%	46,18%	100,00%	96,67%	99,99%
2647	2018-03-31T00:00:00	93,71%	96,88%	62,35%	100,00%	94,34%	93,50%	46,24%	100,00%	96,48%	99,99%
2648	2018-01-04T00:00:00	93,63%	96,99%	62,79%	100,00%	94,45%	93,69%	46,31%	100,00%	95,41%	99,99%
2649	2018-02-04T00:00:00	93,63%	97,04%	64,17%	100,00%	94,99%	94,25%	46,63%	100,00%	95,24%	99,99%
2650	2018-03-04T00:00:00	93,96%	97,31%	66,29%	100,00%	96,94%	95,02%	47,05%	100,00%	95,83%	99,99%
2651	2018-04-04T00:00:00	94,13%	97,36%	66,73%	100,00%	97,70%	95,02%	47,12%	100,00%	95,16%	99,99%
2652	2018-05-04T00:00:00	94,29%	97,58%	66,98%	100,00%	98,03%	95,21%	47,26%	100,00%	94,76%	99,99%
2653	2018-06-04T00:00:00	94,21%	97,68%	67,29%	100,00%	98,14%	95,40%	47,33%	100,00%	94,99%	99,99%
2654	2018-07-04T00:00:00	94,37%	97,79%	67,29%	100,00%	98,03%	95,40%	46,84%	100,00%	96,20%	99,99%
2655	2018-08-04T00:00:00	94,37%	97,90%	67,10%	100,00%	97,92%	95,02%	46,84%	100,00%	96,20%	99,99%
2656	2018-09-04T00:00:00	94,37%	97,90%	66,98%	100,00%	97,70%	95,21%	47,05%	100,00%	96,20%	99,99%
2657	2018-10-04T00:00:00	94,46%	97,90%	66,79%	100,00%	97,59%	95,21%	47,05%	100,00%	96,39%	99,99%
2658	2018-11-04T00:00:00	94,29%	97,90%	66,60%	100,00%	97,48%	95,40%	47,05%	100,00%	96,67%	99,99%
2659	2018-12-04T00:00:00	94,29%	97,84%	66,60%	100,00%	97,37%	95,40%	46,98%	100,00%	96,96%	99,99%
2660	2018-04-13T00:00:00	94,13%	97,74%	66,60%	100,00%	97,26%	95,40%	47,05%	100,00%	98,84%	99,99%
2661	2018-04-14T00:00:00	94,04%	97,74%	66,35%	100,00%	97,05%	95,40%	46,84%	100,00%	100,00%	99,99%
2662	2018-04-15T00:00:00	93,96%	97,74%	66,23%	100,00%	96,83%	95,02%	46,69%	100,00%	98,84%	99,99%
2663	2018-04-16T00:00:00	93,88%	97,74%	66,17%	99,80%	96,61%	94,83%	46,77%	100,00%	99,65%	99,99%
2664	2018-04-17T00:00:00	93,71%	97,74%	65,92%	99,61%	96,39%	94,83%	46,63%	100,00%	99,07%	99,99%
2665	2018-04-18T00:00:00	93,47%	97,42%	65,79%	99,41%	96,18%	94,64%	46,43%	100,00%	99,19%	99,99%
2666	2018-04-19T00:00:00	93,47%	96,99%	65,54%	99,41%	95,85%	94,64%	46,43%	100,00%	99,07%	99,99%
2667	2018-04-20T00:00:00	93,30%	96,62%	65,48%	99,22%	95,64%	94,83%	46,43%	100,00%	97,98%	99,99%
2668	2018-04-21T00:00:00	93,22%	96,35%	65,23%	99,02%	95,53%	94,83%	46,43%	100,00%	98,19%	99,99%
2669	2018-04-22T00:00:00	93,14%	96,14%	65,04%	98,63%	95,31%	94,83%	46,37%	100,00%	97,66%	99,99%
2670	2018-04-23T00:00:00	92,72%	95,98%	65,04%	98,44%	95,31%	94,64%	46,24%	100,00%	97,06%	99,99%
2671	2018-04-24T00:00:00	92,64%	95,71%	65,17%	98,24%	95,20%	94,64%	46,18%	100,00%	96,86%	99,99%
2672	2018-04-25T00:00:00	92,31%	95,50%	64,92%	98,04%	94,99%	94,64%	45,96%	100,00%	96,39%	99,99%
2673	2018-04-26T00:00:00	92,15%	95,55%	64,79%	97,66%	94,67%	94,64%	46,24%	100,00%	95,83%	99,99%
2674	2018-04-27T00:00:00	91,99%	94,97%	64,60%	97,46%	94,34%	94,45%	46,05%	100,00%	95,83%	99,99%
2675	2018-04-28T00:00:00	91,74%	95,02%	64,54%	97,27%	94,02%	94,25%	45,45%	100,00%	96,57%	99,99%
2676	2018-04-29T00:00:00	91,33%	94,70%	64,17%	96,88%	93,59%	94,07%	45,19%	100,00%	96,76%	99,99%
2677	2018-04-30T00:00:00	91,17%	94,54%	63,98%	96,68%	93,38%	93,69%	45,03%	100,00%	96,48%	99,99%
2678	2018-01-05T00:00:00	90,92%	94,54%	63,85%	96,30%	93,06%	93,69%	45,19%	100,00%	96,39%	99,99%
2679	2018-02-05T00:00:00	90,76%	94,33%	63,60%	95,91%	92,84%	93,31%	45,03%	100,00%	96,48%	99,99%
2680	2018-03-05T00:00:00	90,60%	94,12%	63,42%	95,72%	92,73%	93,13%	44,63%	100,00%	96,39%	99,99%
2681	2018-04-05T00:00:00	90,60%	93,74%	63,23%	95,33%	92,41%	92,75%	44,47%	100,00%	96,57%	99,99%
2682	2018-05-05T00:00:00	90,60%	93,59%	63,04%	95,14%	92,20%	92,75%	44,17%	100,00%	96,39%	99,99%
2683	2018-06-05T00:00:00	90,60%	93,27%	62,79%	94,94%	91,88%	92,56%	43,80%	100,00%	96,39%	99,99%
2684	2018-07-05T00:00:00	90,60%	93,32%	63,29%	94,56%	91,67%	92,37%	44,47%	100,00%	96,39%	99,99%
2685	2018-08-05T00:00:00	90,84%	93,16%	63,23%	94,75%	91,56%	92,37%	44,10%	100,00%	96,11%	99,99%
2686	2018-09-05T00:00:00	90,92%	93,16%	63,17%	94,56%	91,25%	92,37%	44,32%	100,00%	96,20%	99,99%
2687	2018-10-05T00:00:00	91,50%	93,43%	63,92%	94,36%	91,35%	92,75%	44,32%	100,00%	96,48%	99,99%
2688	2018-11-05T00:00:00	91,90%	93,64%	63,92%	94,56%	91,14%	92,75%	44,32%	100,00%	97,06%	99,99%
2689	2018-12-05T00:00:00	92,31%	93,69%	63,98%	94,36%	91,14%	92,75%	44,02%	100,00%	97,66%	99,99%
2690	2018-05-13T00:00:00	92,40%	93,80%	63,92%	94,36%	91,03%	92,56%	43,95%	100,00%	97,76%	99,99%
2691	2018-05-14T00:00:00	92,56%	93,53%	63,67%	94,17%	90,82%	92,56%	43,80%	100,00%	97,66%	99,99%
